LDGS_CD,LDGS_NM,LDGS_ZIP_NO,LDGS_ROAD_NM_ADDR
10042383,군산 산들게스트하우스,54023,전라북도 군산시 동국사길 7-3
10042384,무주 칠연계곡펜션,55539,전라북도 무주군 안성면 칠연로 467-3
10042386,서귀포 이서펜션,63637,제주특별자치도 서귀포시 성산읍 신천서로 85-3
10042387,통영 욕지도펜션블루씨,53100,경상남도 통영시 욕지면 욕지일주로 1536-17
10042390,서귀포 동백바다펜션,63610,제주특별자치도 서귀포시 남원읍 태위로360번길 46
10042391,순천 낙안한옥혜윰펜션,57918,전라남도 순천시 낙안면 민속마을길 1660
10042392,제주 디바인모먼츠게스트하우스,63113,제주특별자치도 제주시 서해안로 131 4층 (도두일동)
10042393,무안 해비치나루펜션,58557,전라남도 무안군 청계면 복길로 484
10042395,제천 월악든솔펜션,27225,충청북도 제천시 덕산면 월악산로 710
10042396,함평 웅이네한옥펜션,57137,전라남도 함평군 함평읍 주포한옥길 15
10042397,동해 홀리데이민박펜션,25701,강원도 동해시 석두골길 9-10 (홀리데이민박)
10042398,부산 제이스테이펜션,48303,부산광역시 수영구 남천바다로 31-1
10042399,앰배서더 서울 풀만 호텔,04618,서울특별시 중구 동호로 287
10042404,서귀포 산을품은펜션,63582,제주특별자치도 서귀포시 516로 652
10042405,포항 빌라세비야펜션(22년1월신축),37512,경상북도 포항시 북구 송라면 봉화길 190
10042406,경주 이엘풀빌라,38126,경상북도 경주시 하동1길 21-12
10042407,부산 엣지993펜션,48098,부산광역시 해운대구 달맞이길62번길 78
10042410,제주 아덴힐리조트앤골프,63021,제주특별자치도 제주시 한림읍 화전길 82
10042411,강릉(정동진) 보네르,25631,강원도 강릉시 강동면 정동4길 9
10042412,서귀포 제주스카이힐펜션,63621,제주특별자치도 서귀포시 남원읍 남원체육관로 251
10042415,저스트플레이호스텔 일산라페스타점,10364,경기도 고양시 일산동구 고봉로 26-32
10042416,용인 에버랜드역 호텔 헤르메스,17023,경기도 용인시 처인구 포곡읍 전대로78번길 11-12
10042419,부산 리벤시아풀빌라(광안대교뷰),48303,부산광역시 수영구 광안해변로 195 4~7층
10042422,거제 바다여행펜션,53329,경상남도 거제시 일운면 와현해변길 12
10042423,강릉 화이트비치펜션,25435,강원도 강릉시 사천면 진리해변길 83-1
10042424,부산 오시리아인펜션,46084,부산광역시 기장군 기장읍 당사로5길 3-8
10042426,순천 순천만에코비치캐슬펜션,58025,전라남도 순천시 해룡면 와온길 92-2
10042427,서귀포 레스트인제주,63633,제주특별자치도 서귀포시 성산읍 온평서로 28-8
10042428,제주 도브펜션,63320,제주특별자치도 제주시 벌랑길 55 (삼양삼동)
10042429,선재도 엄지네민박펜션,23122,인천광역시 옹진군 영흥면 선재로 318-26
10042433,강릉 씨스테이펜션,25411,강원도 강릉시 주문진읍 해안로 1851
10042434,제주 루나힐민박펜션(2박이상 예약가능),63341,제주특별자치도 제주시 조천읍 선교로 159-27
10042436,제주 놀멍자멍펜션,63010,제주특별자치도 제주시 한림읍 금능6길 11
10042437,안성 호텔 쁠랑,17580,경기도 안성시 중앙로371번길 5
10042438,통영 궁전,53054,경상남도 통영시 동충3길 37
10042440,제주 사랑이네펜션,63035,제주특별자치도 제주시 애월읍 납읍로 91-1
10042441,인천(무의도) 해둥실펜션(새로오픈),22386,인천광역시 중구 큰무리로 36
10042442,홍성 달몽펜션,32206,충청남도 홍성군 서부면 남당항로435번길 16-20
10042443,구미 인동 타임 호텔,39431,경상북도 구미시 인동중앙로3길 49
10042444,태안 아롱다롱펜션,32157,충청남도 태안군 남면 청포대길 20
10042445,진안 주양쉼터펜션,55402,전라북도 진안군 주천면 동상주천로 2163
10042446,3S 부띠크 호텔(검단),22682,인천광역시 서구 원당대로 874
10042447,태안 미타임풀빌라,32119,충청남도 태안군 소원면 법산길 310-79
10042449,해운대 달빛테라스펜션,48094,부산광역시 해운대구 해운대로594번가길 47
10042450,부산 기장 더 뮤즈 호텔,46044,부산광역시 기장군 일광면 해송3로 4
10042454,철원 마로니에펜션,24032,강원도 철원군 갈말읍 순담길 301
10042455,전주 J&J게스트하우스,55000,전라북도 전주시 완산구 현무3길 60 (중노송동)
10042456,인천(을왕리) 더 레스트 호텔,22383,인천광역시 중구 용유서로 283
10042457,울산 삼산 H Avenue 울산삼산점,44712,울산광역시 남구 삼산로395번길 11
10042458,포천 아쿠아마린글램핑,11110,"경기도 포천시 이동면 성장로1289번길 204 328,334"
10042459,목포 브라운도트 목포갓바위점,58749,전라남도 목포시 미항로 14
10042460,청주 누리다 호텔,28808,충청북도 청주시 상당구 중고개로141번길 11-6
10042461,목포 브라운도트 목포평화광장점,58748,전라남도 목포시 통일대로 40
10042462,전주 호텔 하루 (HARU),55015,전라북도 전주시 덕진구 산정3길 19-2
10042463,영암 월출산달맞이민박펜션,58421,전라남도 영암군 영암읍 탑동길 27
10042464,홍성 세울터펜션,32205,충청남도 홍성군 서부면 홍남서로362번길 46
10042466,양양 고인돌캠프,25036,강원도 양양군 서면 고인돌길 200-49
10042470,하동 힐링정원펜션,52304,경상남도 하동군 화개면 부춘길 184
10042471,강릉 그린밸리펜션,25400,강원도 강릉시 연곡면 진고개로 1456
10042472,태안 기타부부펜션,32157,충청남도 태안군 남면 용궁길 110-11
10042473,여수 C호텔&리조트,59723,전라남도 여수시 엑스포대로 357
10042474,제주 마니주펜션,63112,제주특별자치도 제주시 서해안로 248
10042475,제주 칸나하우스펜션,63111,제주특별자치도 제주시 테우해안로 154-1
10042477,제천 스타 무인텔,27115,충청북도 제천시 봉양읍 북부로 1443
10042481,영월 자연치유방펜션,26210,강원도 영월군 북면 시루산길 224
10042482,서천 하늘아래펜션,33609,충청남도 서천군 비인면 갯벌체험로944번길 64-21
10042483,서산 사랑애펜션,31921,충청남도 서산시 팔봉면 호리1길 135-6
10042485,창원 힐링타임펜션,51783,경상남도 창원시 마산합포구 구산면 이순신로 654
10042487,용인 T7 무인텔 에버랜드점,17052,경기도 용인시 처인구 백옥대로 1130
10042488,원주 호텔 이쁘다,26436,강원도 원주시 장미공원길 25-4
10042489,양양 하조대비치하우스펜션,25047,강원도 양양군 현북면 하륜길 26
10042490,"태안 하얀고래 풀빌라(오션뷰 실내수영장,애견동반)",32171,충청남도 태안군 고남면 대야로 202
10042491,정선 아리야,26153,강원도 정선군 사북읍 지장천로 637
10042492,무주 오리펜션,55555,전라북도 무주군 설천면 구천동로 1051
10042493,인천(주안) 옥천모텔,22124,인천광역시 미추홀구 석정로 419
10042494,제부도 더머물다펜션,18553,경기도 화성시 서신면 해안길 260-14
10042496,역삼 아르누보씨티 호텔 앤 레지던스,06152,서울특별시 강남구 언주로 506
10042497,진주 휴,52801,경상남도 진주시 남강로1241번길 12-4
10042498,포천 더존카라반글램핑,11111,경기도 포천시 이동면 화동로2076번길 125
10042499,목포 부곡장,58700,전라남도 목포시 용당로196번길 3
10042500,진주 현대,52759,경상남도 진주시 논개길 81-1
10042501,안동 칠계재펜션,36616,경상북도 안동시 서후면 풍산태사로 2685-64
10042504,장흥 수문리조트,59339,전라남도 장흥군 안양면 수문용곡로 193-33
10042505,대구 팔공산 커플,41001,대구광역시 동구 파계로138길 28
10042507,태안 힐하우스펜션,32166,충청남도 태안군 안면읍 안면대로 3171-16
10042508,홍천 몰디브(오션월드),25100,강원도 홍천군 서면 한서로 858
10042512,진주 더온,52776,경상남도 진주시 상대로 57-2
10042513,부산 송정 고준관 호텔,48070,부산광역시 해운대구 송정중앙로39번길 12
10042514,호텔 보나 쓰리,48567,부산광역시 남구 용호로 152-1
10042515,부산 신세계텔펜션,48072,부산광역시 해운대구 송정중앙로36번길 11-9
10042517,여수 펜션C호텔,59723,전라남도 여수시 엑스포대로 357
10042519,광주 펜션&남한산성아트홀펜션,12703,경기도 광주시 남한산성면 남한산성로 186-1
10042520,울산 이화동풀빌라,45012,울산광역시 울주군 서생면 위양로 211-39
10042521,사천 라스베가스,52501,경상남도 사천시 곤명면 경서대로 3647
10042522,진주 청암,52759,경상남도 진주시 논개길 95
10042523,경주 블라우(BLAU) 스테이,38157,경상북도 경주시 태종로699번길 31
10042525,"가평 티앤풀빌라펜션(키즈,전객실 스파)",12405,경기도 가평군 북면 꽃넘이길 59 티앤풀앤스파펜션
10042526,김제 금구온펜션,54341,전라북도 김제시 금구면 어전길 36-4
10042527,인천 영종도 리베라베리움 호텔,22402,인천광역시 중구 영종대로 881
10042528,비바체리조트,52310,경상남도 하동군 청암면 청학로 876
10042529,보령(무창포) 바다노을펜션,33508,충청남도 보령시 웅천읍 열린바다로 371-29
10042530,을왕리 서해캠핑장,22383,인천광역시 중구 용유서로423번길 41
10042531,화성 스카이호텔,18271,경기도 화성시 남양읍 역골로 3-20
10042533,스탠포드호텔 명동,04534,"서울특별시 중구 남대문로 84 센터포인트 빌딩, 9F"
10042535,청도 쿠키키즈풀빌라,38301,경상북도 청도군 각북면 각북금천1길 6-10
10042536,포항 아이세상키즈풀빌라,37928,경상북도 포항시 남구 호미곶면 해맞이로208번길 59
10042537,제천 호수일출스파펜션,27212,충청북도 제천시 청풍면 용곡길211번길 13
10042539,나주 단풍나무한옥펜션,58279,전라남도 나주시 다시면 신광로 282-9
10042543,정선 에이스,26153,강원도 정선군 사북읍 지장천로 641
10042544,브라운도트 미남역,47827,부산광역시 동래구 미남로 100
10042545,거제도 선셋한옥&오션리조트(최대15인+개별바베큐),53205,경상남도 거제시 하청면 연하해안로 1076-1 외(1076-2~1076-9)
10042546,나주 누마루한옥펜션,58279,전라남도 나주시 다시면 신광로 282-78
10042548,안성 노마드 호텔(NOMAD HOTEL),17509,경기도 안성시 보개면 보개원삼로 492
10042549,공주 호텔 델루나,32585,충청남도 공주시 번영2로 10-9
10042551,청주 센트럴 (CENTRAL HOTEL),28389,충청북도 청주시 흥덕구 풍년로194번길 3
10042552,화순 YAJA 화순도곡온천DI점,58148,전라남도 화순군 도곡면 온천1길 28-22
10042553,부산 화명동 H Avenue 화명점,46527,부산광역시 북구 금곡대로285번길 68
10042556,가평 멍멍s펜션,12457,경기도 가평군 청평면 큰갈월로1번길 46
10042557,나주 질풍경초한옥펜션,58279,전라남도 나주시 다시면 신광로 282-35
10042558,화천 마치집인냥펜션,24152,강원도 화천군 사내면 명지령로 179-159
10042559,통영 원게스트하우스,53075,경상남도 통영시 데메3길 27-35 (도남동)
10042561,제주 부띠끄풀빌라나미브,63003,제주특별자치도 제주시 한경면 판포4길 41-41
10042562,인천(서구) 호텔 여기어때,22726,인천광역시 서구 탁옥로33번길 13
10042563,인천 이화장여관,22164,인천광역시 미추홀구 경인로142번길 9
10042564,정읍 섬진강캠핑장,56124,전라북도 정읍시 산외면 산외로 445-30
10042565,군산 신로얄,54012,전라북도 군산시 소룡1길 61
10042566,목포 동일,58662,전라남도 목포시 비파로124번길 14
10042567,목포 장미장,58700,전라남도 목포시 용당로196번길 11
10042568,대부도 동그라미펜션,15649,경기도 안산시 단원구 비룰길 61-12
10042569,나주 현대,58267,전라남도 나주시 이창2길 2-3
10042570,남해 비경펜션,52410,경상남도 남해군 서면 남서대로 1554-9
10042572,경주 수정민박펜션,38173,경상북도 경주시 포석정길 29
10042573,서귀포 퀸스하우스펜션,63626,제주특별자치도 서귀포시 표선면 토산중앙로 345-15
10042574,양양 별장하우스펜션,25008,강원도 양양군 강현면 낙산사로 33
10042575,고성(속초) 나무와해펜션,24745,강원도 고성군 죽왕면 공현진길 62
10042626,정선 화암파크,26116,강원도 정선군 화암면 화암동굴길 59
10042627,서귀포 구야네민박펜션,63627,제주특별자치도 서귀포시 표선면 가시로198번길 166-18
10042628,정선 휴호텔,26155,강원도 정선군 고한읍 고토일길 23
10042629,양양 설악온천장,25033,강원도 양양군 서면 대청봉길 58-12
10042630,통영 2월호텔 통영죽림점,53014,경상남도 통영시 광도면 죽림5로 25-28
10042631,태백 J1무인텔,26007,강원도 태백시 황지로 201
10042632,강릉 경포대 그랑블루,25467,강원도 강릉시 창해로 269
10042635,인천(을왕리) 블루프로그 호텔,22383,인천광역시 중구 을왕로58번길 9
10042636,양평 블루힐모텔 두물머리점,12585,경기도 양평군 양서면 양수로152번길 22
10042637,부여 자온대펜션,33126,충청남도 부여군 규암면 수북로 34-1
10042638,포항 발라스게스트하우스,37761,경상북도 포항시 남구 새천년대로434번길 22 (대잠동)
10042640,대구 한옥게스트하우스안펜션,41906,대구광역시 중구 국채보상로149길 98
10042641,제천 제천무인텔(1대1 Drive-in),27127,충청북도 제천시 송학면 도화로 103
10042642,백학자유로리조트,11049,경기도 연천군 백학면 노아로491번길 283
