LDGS_CD,LDGS_NM,LDGS_ZIP_NO,LDGS_ROAD_NM_ADDR
10054758,서귀포 파아란제주,63621,제주특별자치도 서귀포시 남원읍 태위로 616
10054761,양평 팜트리아트펜션,12507,경기도 양평군 옥천면 고읍로 296-1
10054762,"태안 더 쉐프(석식, 조식, 커피 무료제공)",32151,"충청남도 태안군 남면 진산1길 277-67 가,다동"
10054763,양양 JN오션스테이,25053,강원특별자치도 양양군 현남면 동산큰길 13
10054766,포항 서인풀빌라(23년 7월 신축),37930,경상북도 포항시 남구 구룡포읍 일출로 242-95
10054767,가평 글램독 애견펜션(청평점),12456,경기도 가평군 청평면 고재길 218-33
10054768,경주 아델오풀빌라,38114,경상북도 경주시 보덕로 143
10054771,울진 데이하우스,36365,경상북도 울진군 평해읍 직고개1길 27
10054774,제주도 네스트펜션,63067,제주특별자치도 제주시 애월읍 유수암서길 67-2 제3동
10054784,남해 다올스테이,52449,경상남도 남해군 창선면 서부로 1387 (다올스테이)
10054785,창녕 썸무인텔,50310,경상남도 창녕군 대합면 경남대로 5039-17 (일반숙박시설)
10054786,대구 관음동 G,41447,대구광역시 북구 관음동로 10
10054787,김해 삼계 하운드호텔,50902,경상남도 김해시 삼계로55번길 20
10054788,부산 범일동 제이스테이,48722,부산광역시 동구 범곡로28번길 7
10054790,홍천 들꽃마을,25156,강원특별자치도 홍천군 화촌면 가락재로 1529
10054791,여수 청심국제해양청소년수련원,59780,전라남도 여수시 화양면 장수로 183-5
10054792,여수 황토구들펜션,59779,전라남도 여수시 화양면 안정하동길 31-20
10054793,투에이치(Two H) 호텔 부산,48739,부산광역시 동구 조방로38번길 7-1
10054795,양평 베이비하우스 제이 펜션,12571,경기도 양평군 강상면 강남로 714-14
10054798,"강릉 나로부터풀빌라(신축, 야외미온수수영장)",25459,강원특별자치도 강릉시 해안로 663-77
10054799,부산 남포 코티스 더 그라운드,48981,부산광역시 중구 중구로5번길 14
10054801,강릉 펜션레스트(REST 휴식),25428,강원특별자치도 강릉시 연곡면 동덕3길 9-10
10054802,충남 아산 스타파크,31559,충청남도 아산시 시민로 42
10054803,태안 큰어리골 쉼터,32100,충청남도 태안군 이원면 원이로 2535-226
10054805,청주 브릭,28481,충청북도 청주시 청원구 새터로59번길 28
10054806,인더시티 명동 (Inn The City Myeongdong),04556,서울특별시 중구 충무로2길 9
10054807,제천 더 월 호텔,27169,충청북도 제천시 풍양로11길 12
10054808,제주 알레그라,63062,제주특별자치도 제주시 애월읍 광상로 91-28
10054809,제주 만디와산,63342,"제주특별자치도 제주시 조천읍 함와로 548-1 (달빛빌리지) 1-2층,2-5호"
10054810,영주 비앤비,36117,경상북도 영주시 꽃동산로 27
10054814,남해 브리앙뜨스파펜션,52436,경상남도 남해군 남면 남면로 788-38
10054815,홍천 소노리베펜션,25101,강원특별자치도 홍천군 서면 팔봉산로 815
10054817,제주 독채펜션돌담너머집(밭담점),63363,제주특별자치도 제주시 구좌읍 하도3길 13
10054821,제주 한라,63207,제주특별자치도 제주시 서광로 278 (줌타워)
10054822,담양 송하펜션,57387,전라남도 담양군 고서면 해평길 52
10054823,남원 샵,55763,전라북도 남원시 남문로 431-6 (샵모텔)
10054824,울산 타니베이 호텔,44057,울산광역시 동구 해수욕장5길 43
10054825,"태안(안면도) 블루빌스파펜션(신규오픈,오픈특가)",32166,충청남도 태안군 안면읍 꽃지2길 32 1-3동
10054826,여수 백야스테이,59782,전라남도 여수시 화정면 백야1길 10 (한국전력 화정전력서비스센타)
10054831,안산 호텔 정,15217,경기도 안산시 단원구 선부로 199 (동진프라자)
10054832,대천 CL 호텔,33490,충청남도 보령시 대천항1길 13 (호텔)
10054833,태안 마음속의집펜션,32130,충청남도 태안군 근흥면 용도로 126-10
10054834,영덕 꿈꾸는펜션(리뉴얼 오픈),36453,경상북도 영덕군 강구면 영덕대게로 431
10054835,양주 하이스테이 자연,11521,경기도 양주시 장흥면 가마골로156번길 32-23
10054836,제주 애월통나무아일랜드,63047,제주특별자치도 제주시 애월읍 중엄1길 37-22
10054838,철원 이루다글램핑,24065,강원특별자치도 철원군 근남면 하오재로 1203-16
10054839,가평 뭉클하우스펜션 (23년12월 신축),12406,경기도 가평군 북면 백둔로 549-33
10054840,서귀포 사담,63530,제주특별자치도 서귀포시 안덕면 화순로87번길 9-30
10054841,거제도 일운담소(하루 한 팀),53329,경상남도 거제시 일운면 망치2길 15-1
10054842,서귀포 돈내코독채온수풀빌라,63582,제주특별자치도 서귀포시 돈내코로67번길 34
10054843,남해 엘시아 애견 풀빌라,52436,경상남도 남해군 남면 남면로56번길 6-7
10054845,홍천 소노리베뷰펜션,25101,강원특별자치도 홍천군 서면 팔봉산로 820
10054846,태안 모켄풀빌라,32158,충청남도 태안군 남면 곰섬로 129-81
10054847,남해 더하우스,52445,경상남도 남해군 삼동면 금송로 87
10054848,춘천 인터스텔라 풀빌라,24468,강원특별자치도 춘천시 남면 소주고개로 238-1
10054849,영덕 해송해솔풀빌라,36462,경상북도 영덕군 남정면 부흥길 52
10054850,경주 세이워터코히,38038,경상북도 경주시 천북면 옥동길 26
10054851,창원 달샘펜션,51100,경상남도 창원시 의창구 북면 거산길 553-3
10054852,거제 캄레스트 호텔,53320,경상남도 거제시 장승포로1길 45
10054853,강릉 비앤비스테이(애견동반가능),25459,강원특별자치도 강릉시 해안로 633-7
10054854,서귀포 D1250 프라이빗 하우스,63543,제주특별자치도 서귀포시 대포동서로70번길 58-18
10054855,전주 루엘호텔 덕진공원본점,54897,전라북도 전주시 덕진구 기린대로 540
10054856,울산 호텔먹자닷컴알프스점,44952,울산광역시 울주군 상북면 알프스온천1길 1
10054857,고성 더온리독채풀빌라,24761,강원특별자치도 고성군 토성면 무릉도원로 946
10054858,인천 청라 해변 공원 캠핑장,22756,인천광역시 서구 첨단서로 190
10054900,더블유(W) 레지던스호텔 해운대,48094,부산광역시 해운대구 해운대로 620 (해운대 라뮤에뜨)
10054901,담양 퀸즈캐슬,57392,전라남도 담양군 가사문학면 가사문학로 760-11
10054903,윈덤 그랜드 부산,49264,부산광역시 서구 등대로 27
10054905,울산 라온펜션,45015,울산광역시 울주군 서생면 나사해안길 45-1
10054906,삼척 스테이장호,25938,강원특별자치도 삼척시 근덕면 장호안1길 16-2
10054907,제주 한비독채펜션,63351,제주특별자치도 제주시 구좌읍 비자림로 2633
10054909,영주 풍기 K 모텔,36044,경상북도 영주시 봉현면 풍기로 12 (원모텔)
10054910,골든스테이 인천 송도,22006,인천광역시 연수구 아트센터대로168번길 101 (송도랜드마크푸르지오시티)
10054911,하운드호텔 통영항남,53054,경상남도 통영시 통영해안로 239 (금성모텔)
10054912,가족탕 온천 리버호텔,31547,충청남도 아산시 도고면 도고온천로 164-18
10054913,충남 논산 레이크힐호텔,33017,충청남도 논산시 가야곡면 탑정로 872
10054914,인제 백담향기풀빌라,24606,강원특별자치도 인제군 북면 만해로 260-56
10054915,대부도(영흥도) 가디언즈풀빌라,23121,인천광역시 옹진군 영흥면 영흥남로9번길 221-67
10054916,대부도(영흥도) 동화숲펜션,23121,인천광역시 옹진군 영흥면 영흥남로 57-38
10054918,가평 다온펜션,12415,경기도 가평군 가평읍 경반안로 357-187 (가평다온펜션)
10054920,제천 골든위크펜션,27218,충청북도 제천시 수산면 옥순봉로6길 70
10054921,강화도 강화돌담캠핑&글램핑,23005,인천광역시 강화군 삼산면 삼산북로 397-1
10054922,인제 해미레리조트형펜션,24653,강원특별자치도 인제군 기린면 조침령로 1178
10054923,태안 라운지14,32123,충청남도 태안군 소원면 연들길 116-37
10054924,경주 푸른하늘펜션,38176,경상북도 경주시 장골길 21-5
10054925,경주 더스퀘어펜션,38127,경상북도 경주시 광산길 199-44
10054926,춘천 스테이 서면,24461,강원특별자치도 춘천시 서면 유천길 42-1
10054927,양평 외똔집,12529,경기도 양평군 단월면 봉상길 97-18
10054928,경주 비담스테이풀빌라,38126,경상북도 경주시 보불로 126-71
10054929,가평 가평여행,12402,경기도 가평군 북면 화악산로 729-42 (가평여행펜션)
10054930,제부도 블루하우스펜션,18553,경기도 화성시 서신면 해안길 246-10
10054932,경주 단하나키즈풀빌라,38128,경상북도 경주시 새골길 49-100
10054933,경주 바다여행펜션,38219,경상북도 경주시 양남면 동해안로 514 (바다여행펜션)
10054934,을왕리 바다별하우스펜션,22383,인천광역시 중구 용유서로450번길 64
10054935,예산 덕산허브펜션,32407,충청남도 예산군 덕산면 대치남길 15-3
10054936,거창 풀빌라 봉스테이,50118,경상남도 거창군 가조면 의상봉길 610
10054937,서귀포 제주와따해양레저펜션,63629,제주특별자치도 서귀포시 표선면 표선당포로 27 (뱃사장횟집)
10054938,태안 코자니펜션,32153,충청남도 태안군 남면 몽산포길 67-73
10054939,경주 두온풀빌라,38216,경상북도 경주시 양남면 외남로 571
10054940,대부도 라라스테이,15653,경기도 안산시 단원구 멍골1길 5
10054941,속초 더팰리스펜션,24805,강원특별자치도 속초시 영랑호반길 567-3
10054942,태안 해안가풀빌라,32157,충청남도 태안군 남면 청포대길 61
10054943,산청 지놀자,52236,경상남도 산청군 시천면 지리산대로 525 (중산산악관광센터)
10054944,태안 뜨락펜션,32172,충청남도 태안군 고남면 안면대로 4199-57
10054945,경주 늘품풀빌라,38116,경상북도 경주시 서낭길 122-28
10054947,통영 돌고래펜션,53080,경상남도 통영시 산양읍 풍화일주로 430
10054950,평창 함초롬 스파펜션,25306,강원특별자치도 평창군 봉평면 안흥동길 47-10
10054951,포항 하루풀빌라,37929,경상북도 포항시 남구 호미곶면 일출로 530
10054954,거제도 외도벨리애견펜션,53329,경상남도 거제시 일운면 망양2길 19-6
10054955,태안 청춘여관펜션,32100,충청남도 태안군 이원면 원이로 2771-182
10054956,경주 아이놀자키즈풀빌라펜션,38127,경상북도 경주시 진티길 56-8
10054957,연천 스텔라토 풀빌라,11031,경기도 연천군 전곡읍 선사로 203-1
10054958,양산 소길채,50589,경상남도 양산시 원동면 감토봉길 12
10054959,가평 더아리웃집,12434,경기도 가평군 조종면 운악청계로491번길 140
10054960,강화도 토마토펜션,23061,인천광역시 강화군 화도면 해안남로 2506-15 (토마토)
10054962,평창 리버파크 글램핑&캠핌장,25311,강원특별자치도 평창군 봉평면 금당계곡로 1468
10054963,평창 살바토레펜션,25348,강원특별자치도 평창군 대관령면 솔봉로 157-10
10054964,강릉 리벤티아풀빌라,25430,강원특별자치도 강릉시 연곡면 해안로 1385
10054965,양양 그날이오면펜션&캠핑장,25050,강원특별자치도 양양군 현북면 법수치길 59
10054966,서귀포 한스스테이,63527,제주특별자치도 서귀포시 안덕면 화순서서로 304
10054968,양양 글램독 애견펜션,25058,강원특별자치도 양양군 현남면 화상천로 46 (융프라우텔)
10054969,대구 80포레스트캠핑장,43166,대구광역시 군위군 부계면 한티로 1525-6
10054971,에프원 호텔,58752,전라남도 목포시 수강로12번길 29
10054973,울주 포트334,45015,울산광역시 울주군 서생면 송정1길 37-1
10054977,제주 토브앤카라,63347,제주특별자치도 제주시 구좌읍 동복남4길 5-3
10054978,태안 학암포물결카라반캠핑장,32105,충청남도 태안군 원북면 학암포길 21-22
10054979,강릉 미도펜션,25617,강원특별자치도 강릉시 공항길 139
10054981,예산 G 무인텔,32406,충청남도 예산군 덕산면 수암산로 188-28
10054983,포항 에뚜알풀빌라,37922,경상북도 포항시 남구 동해면 호미로3192번길 34-1
10054985,더 솔리드,48095,부산광역시 해운대구 구남로21번길 6
10054986,포천 스테이405,11185,경기도 포천시 소흘읍 죽엽산로405번길 24-13
10054987,천안 무지개캠핑장,31065,충청남도 천안시 동남구 문암로 224
10054988,경주 유온,38035,경상북도 경주시 천북면 천강로 173
10054989,가평 만월애견풀글램핑,12446,경기도 가평군 상면 깃대봉길 17-27
10054990,인천(검단신도시) 호텔 아라,22865,인천광역시 서구 바리미로 21
10054991,대부도 해솔피아,15640,경기도 안산시 단원구 연목이길 11
10054992,여수 유블레스포유,59761,전라남도 여수시 국동남6길 49-10
10054993,88 Hotel,08523,서울특별시 금천구 시흥대로123길 66
10054994,"강릉 바다와펜션(바다앞,애견동반)",25435,강원특별자치도 강릉시 사천면 해안로 1081
10054995,베니키아 호텔 서산,31987,충청남도 서산시 안견로 465 (관광호텔)
10054996,평창 산골풍경,25316,강원특별자치도 평창군 용평면 금당계곡로 2098
10054998,괴산 소나무쉼터민박,28059,충청북도 괴산군 청천면 도경로 271
10054999,"평창 포레스트펜션(독채,개별바베큐)",25342,"강원특별자치도 평창군 대관령면 대관령마루길 365-2 365-11, 365- 27, 365-29"
10055001,태안(안면도) 마리나펜션,32166,충청남도 태안군 안면읍 방포1길 14
10055003,제주 독채펜션돌담너머집(돌담점),63363,제주특별자치도 제주시 구좌읍 하도동길 6-9
10055005,거창 이화 호텔,50137,경상남도 거창군 거창읍 거창대로2길 8
10055008,구로 컬리넌 호텔,08392,서울특별시 구로구 시흥대로 533
10055009,"거제도 예은영독채펜션(1,2층)",53278,경상남도 거제시 사등면 두동로 162-35
10055010,하운드 호텔 울산,44264,울산광역시 북구 산음10길 38
10055011,여수 판도라 무인호텔,59670,전라남도 여수시 소호로 197
10055012,경주 라인뷰풀빌라,38221,경상북도 경주시 양남면 솔숲1길 16-3
10055013,가평 에일린스파펜션,12425,경기도 가평군 가평읍 태봉두밀로 522-72
10055014,제주 올레프로방스펜션,63064,제주특별자치도 제주시 애월읍 광령평화2길 170-13 (광령J주택)
10055017,서귀포 이디오라게펜션,63538,제주특별자치도 서귀포시 예래로 411
10055018,대전 신탄진 500th,34310,대전광역시 대덕구 신탄진로810번길 56
10055019,충주 이든호텔앤스파,27302,충청북도 충주시 앙성면 능동3길 14 (이든호텔)
10055020,제주 수채화 별당,63002,제주특별자치도 제주시 한경면 두조로 164-4
10055022,아늑호텔 대전 대흥점,34925,대전광역시 중구 대종로460번길 11
10055023,제주 위드유애월펜션,63034,제주특별자치도 제주시 애월읍 곽납로 38
10055029,경주 호텔 랑잠,38157,경상북도 경주시 금성로247번길 14
10055053,여수 스테이 새록,59735,전라남도 여수시 교동남1길 5-4
10055065,청양 스파피아,33326,충청남도 청양군 청양읍 중앙로12길 8
10055066,제주 당근민박,63362,제주특별자치도 제주시 구좌읍 면수2길 15
10055067,밀양 라브리사,50407,경상남도 밀양시 무안면 고라1길 10-5
10055068,"가평 Para365펜션(23년 12월 신축,전 객실 독채)",12416,경기도 가평군 가평읍 석봉로3번길 137-55
10055069,강화도 오우스카라반,23007,인천광역시 강화군 삼산면 삼산남로 907
10055070,광안리 더반스테이 호텔,48298,부산광역시 수영구 수영로 562-14
10055071,양양 바라던바다오션뷰펜션,25003,강원특별자치도 양양군 강현면 동해대로 3371
10055072,서귀포 쉐프1192펜션,63633,제주특별자치도 서귀포시 성산읍 환해장성로 465
10055073,서귀포 감산차경펜션,63531,제주특별자치도 서귀포시 안덕면 감산로 37-8
10055074,포천 루아 프리미엄 무인호텔,11184,경기도 포천시 소흘읍 민락로 636-20
10055075,경주 소리지펜션,38034,경상북도 경주시 천북면 천북로 642-1
10055076,독산 88HOTEL,08523,서울특별시 금천구 시흥대로123길 66
10055078,그랜드 조선 제주(힐스위트관),63535,제주특별자치도 서귀포시 중문관광로72번길 60
10055079,충주 그랜드 호텔,27429,충청북도 충주시 중원대로 3496
10055082,여수 샤인펜션,59658,전라남도 여수시 화양면 용문사길 66
10055084,경주 제이아이스테이,38060,경상북도 경주시 충효4길 9-3
10055086,안동 제이 (J MOTEL),36614,경상북도 안동시 북후면 경북대로 1616
10055088,청도 강변에펜션,38363,경상북도 청도군 금천면 임당길 164-69
10055089,제주 협재올레펜션,63011,제주특별자치도 제주시 한림읍 협재1길 40
10055091,영덕 오션힐파크,36460,경상북도 영덕군 강구면 해상공원길 115 (리베라)
10055092,경주 루트11풀빌라,38126,경상북도 경주시 마동큰마을2길 52-11
10055093,제주 드락펜션,63062,제주특별자치도 제주시 애월읍 광령5길 16-9
10055095,안동 한래소담,36669,경상북도 안동시 서부시장2길 54
10055096,프롬에이치 오션팰리스호텔 서귀포점,63595,제주특별자치도 서귀포시 중앙로 14 (유동오션펠리스)
10055102,사천 웨이브 호텔,52566,경상남도 사천시 동금2길 12-15 (그랜드모텔)
10055108,여수 해가람하우스펜션,59776,전라남도 여수시 돌산읍 평사로 148
10055112,부천(역곡) 마시모,14674,경기도 부천시 부일로 762 (테마21모텔)
10055113,산청 숲무인텔,52244,경상남도 산청군 단성면 지리산대로2705번길 24-4 (테마모텔)
10055116,울산 호텔마르,44716,울산광역시 남구 산업로647번길 13
10055117,워커스 호텔 대전 by 아늑,35222,대전광역시 서구 한밭대로570번길 29-12
10055118,포항 깨비풀빌라,37946,경상북도 포항시 남구 장기면 동해안로 3523
10055119,양평 그랑아치풀빌라,12569,경기도 양평군 개군면 산수유꽃길 207
10055120,태안 케시미르 호텔,32146,충청남도 태안군 태안읍 안면대로 70-1
10055121,태안 아띠랑스비치펜션,32157,충청남도 태안군 남면 별주부길 116
10055123,아늑료칸 요수리구리 호텔,31146,충청남도 천안시 서북구 양지9길 8 (임페라장모텔)
10055124,괴산 노적봉리조트,28021,충청북도 괴산군 칠성면 쌍곡로 695
10055127,서귀포 그린사이드펜션,63534,제주특별자치도 서귀포시 천제연로 51
10055128,충주 호텔 발리,27443,충청북도 충주시 동량면 김생로 60 (발리모텔)
10055129,강화도 하나비 스파 펜션,23061,인천광역시 강화군 화도면 해안남로 2171-27
10055131,버니프렌즈 키즈호텔,33491,충청남도 보령시 해안로 333 (모텔)
10055132,여주 어썸,12607,경기도 여주시 흥천면 시광길 37-38
10055133,고성 달비치펜션,24763,강원특별자치도 고성군 토성면 고성대로 758-2
10055134,태안 서해안리조트,32121,충청남도 태안군 소원면 천리포1길 276
10055135,태안(안면도) 힐링펜션,32162,충청남도 태안군 안면읍 미포길 260-10
10055136,태안(안면도) 대명펜션,32162,충청남도 태안군 안면읍 삼봉길 221 (대명펜션 및 마트)
10055137,태안(안면도) 장밋빛인생펜션,32166,충청남도 태안군 안면읍 꽃지2길 58-16
10055138,서귀포 행복한집풀빌라,63500,제주특별자치도 서귀포시 대정읍 도원남로 48-44 (놀멍)
10055139,정선 루비,26155,강원특별자치도 정선군 고한읍 고한로 175
10055141,군산 선유도망주봉산장펜션,54000,전라북도 군산시 옥도면 선유도2길 63-10 (망주봉 산장)
10055142,보령 바다펜션,33489,충청남도 보령시 머드로 160 (민박)
10055143,동해 일마레펜션,25707,강원특별자치도 동해시 대진항길 23 (일마레팬션)
10055145,서귀포 루시드엠 펜션,63528,제주특별자치도 서귀포시 안덕면 사계북로 120
10055146,속초 펜션씨씨,24811,강원특별자치도 속초시 영랑해안길 85
10055150,태안(안면도) 티파니펜션,32166,충청남도 태안군 안면읍 꽃지2길 41-7
10055151,단양 리버티펜션,27021,충청북도 단양군 가곡면 가대4길 5 (리버티펜션)
10055152,양양 눈펜션,25007,강원특별자치도 양양군 강현면 안골로 448
10055153,홍천 웁씨펜션,25127,강원특별자치도 홍천군 홍천읍 와동로34번길 123
10055154,제천 힐레스트,27225,충청북도 제천시 덕산면 월악산로 143
10055155,평창 아침의풍경펜션,25341,강원특별자치도 평창군 대관령면 경강로 5425-19
10055156,양양 쉼표펜션,25009,강원특별자치도 양양군 강현면 주청2길 22
10055157,동해 동해월드펜션,25717,강원특별자치도 동해시 일출로 111 (동해월드민박)
10055158,춘천 산에들에펜션,24465,강원특별자치도 춘천시 남산면 소주고개로 465-12
10055159,고성 보키하우스,24752,강원특별자치도 고성군 죽왕면 자작도선사길 110 (호텔딜라이트)
10055161,태안 파도리아치내펜션,32124,충청남도 태안군 소원면 아치내길 214-12
10055162,부안 아르코스파펜션,56342,전라북도 부안군 변산면 변산해변로 799-55
10055164,포항 해파랑길펜션,37922,경상북도 포항시 남구 동해면 호미로 2732
10055166,청도 봉식이놀이터글램핑,38306,경상북도 청도군 풍각면 봉수길 749-8
10055167,경주 칠불암한옥펜션,38174,경상북도 경주시 칠불암길 83
10055169,태안 몽산포휴림펜션,32152,충청남도 태안군 남면 몽산포길 140
10055170,삼척 신나개애견펜션,25934,강원특별자치도 삼척시 근덕면 덕산해안로 76
10055171,산청 하루펜션,52215,경상남도 산청군 금서면 친환경로 2631-7
10055172,옥천 소막대기펜션,29001,충청북도 옥천군 군북면 비야대정로2길 3 (창고)
10055173,제천 카카오펜션,27108,충청북도 제천시 봉양읍 명암로 492
10055176,경주 유토피아,38101,경상북도 경주시 윗동천안길 75-4
10055177,경주 로즈브리즈풀빌라,38036,경상북도 경주시 천북면 갈곡성지길 174-25
10055178,포항 펜션 은하수,37518,경상북도 포항시 북구 청하면 해안로2000번길 15-28
10055179,포항 보라보라카라반,37517,경상북도 포항시 북구 청하면 해안로 2264
10055180,가평 스테이멍 풀빌라,12434,경기도 가평군 조종면 운악청계로491번길 154-24
10055181,보령 로글리대천통나무펜션마을,33491,충청남도 보령시 통나무마을1길 35
10055182,강화도 설레임스파펜션,23061,인천광역시 강화군 화도면 해안남로 2463-9 (낙조가머무는곳)
10055183,무안 오베르망애견풀빌라,58534,전라남도 무안군 망운면 청운로 857-10
10055184,경주 스테이소소리,38210,경상북도 경주시 외동읍 신계길 69-8
10055185,고성 송정마을 수목화 오토캠핑장,24709,강원특별자치도 고성군 거진읍 건봉사로 1503-1
10055186,70808 떠나요,33509,충청남도 보령시 웅천읍 열린바다로 599-16
10055187,양양 퍼피게스트하우스 (대형견 전용),25038,강원특별자치도 양양군 서면 남대천로 530-3
10055200,광주 장미옥한옥펜션,61433,광주광역시 동구 필문대로 210-6
10055206,"태안 더모스트펜션(23년12월리뉴얼오픈,갯벌체험)",32155,충청남도 태안군 남면 안면대로 1296-24
10055207,여수 문스,59740,전라남도 여수시 하멜로 34-1
10055208,서귀포 타마라,63566,제주특별자치도 서귀포시 김정문화로41번길 10-8
10055209,경산 스테이남천,38697,경상북도 경산시 남천면 남천로 31
10055210,부산 헤이든풀빌라,46041,부산광역시 기장군 일광읍 문오성길 22
10055211,보령(대천) 다솔스테이,33488,충청남도 보령시 고잠2길 1-4
10055213,제주 인별,63358,제주특별자치도 제주시 구좌읍 행원로1길 25
10055214,남해 위고고,52432,경상남도 남해군 이동면 남해대로 1651
10055215,"강릉 Cn6풀빌라(23년 12월 신축,오션뷰)",25459,강원특별자치도 강릉시 해안로 663-47
10055216,제주 용담돌집펜션,63162,제주특별자치도 제주시 용원길 8
10055217,충주 하늘호수펜션,27447,충청북도 충주시 중앙탑면 반천뒷길 7
10055218,서귀포 한훤펜션,63564,제주특별자치도 서귀포시 이어도로 826-23 제C동(강정동)
10055220,부산 서면 프롬에이치 레포잉호텔,47245,부산광역시 부산진구 중앙대로 752 (서면역 트루엘 센트럴)
10055221,가평 그루잠펜션,12440,경기도 가평군 상면 물골길 175-79
10055222,프롬에이치 레포잉호텔 부산서면,47245,부산광역시 부산진구 중앙대로 752 (서면역 트루엘 센트럴)
10055223,태안(안면도) 타운1967애견풀빌라,32164,충청남도 태안군 안면읍 해안관광로 276-66
10055224,포천 머물다,11106,경기도 포천시 영북면 운천로43번길 6
10055230,강릉 SH펜션,25471,강원특별자치도 강릉시 난설헌로78번길 25
10055233,경주 옥스펜션,38125,경상북도 경주시 감포읍 감포로 351-1
10055234,익산 HOTEL SOHO(호텔 소호),54675,전라북도 익산시 인북로4길 28 (금강산모텔)
10055235,공주 하늘펜션,32523,충청남도 공주시 사곡면 단평길 251
10055243,제주 볼튼호텔,63132,제주특별자치도 제주시 연동4길 2
10055244,에어시티호텔(주),63124,제주특별자치도 제주시 삼무로 56 (호텔에어시티제주)
10055245,"여수 돌산차경(캠핑감성, 불멍)",59771,전라남도 여수시 돌산읍 돌산로 3100
10055246,양양 드루와놀이터펜션,25058,강원특별자치도 양양군 현남면 방축골길 15-7
10055248,"속초 청초한가펜션 (2023.06 오픈, 발리 감성 숙소)",24884,강원특별자치도 속초시 청호로 76-2
10055251,안성 캐슬 (CASTLE MOTEL),17555,경기도 안성시 원곡면 칠곡호수길 77-19
10055257,시흥 시티즈 호텔 (CITIZ HOTEL),15036,경기도 시흥시 서촌상가2길 38 (청송코아)
10055264,경주 나들이펜션,38124,경상북도 경주시 감포읍 보릿골길 27
10055268,거제도 세컨하우스펜션,53328,경상남도 거제시 일운면 지세포해안로 154
10055270,홍천 소담마실관광농원펜션,25165,강원특별자치도 홍천군 서석면 행치령로 730
10055272,전주 시그니처 호텔,54910,전라북도 전주시 덕진구 백제대로 838 (시그니처 전주)
10055273,제주 하도리일번지펜션,63363,제주특별자치도 제주시 구좌읍 해맞이해안로 1860
10055274,경주 호텔 라쿠스,38127,경상북도 경주시 진현로2길 11
10055276,포항 드 휴식 호텔,37519,경상북도 포항시 북구 청하면 사방공원길 118
10055277,보령(대천) 아이오션 풀빌라 호텔,33489,충청남도 보령시 해수욕장10길 18
10055278,가평 오즈펫리조트,12455,경기도 가평군 청평면 호반로 774
10055283,강화도 품안애스파펜션,23061,인천광역시 강화군 화도면 해안남로 2483-18
10055285,남해 더테라스펜션,52410,경상남도 남해군 서면 남서대로1517번길 21-9 (해사랑펜션)
10055286,보령(대천) 라온펜션텔,33488,충청남도 보령시 고잠2길 12
10055287,강릉 스테이오로지펜션,25437,강원특별자치도 강릉시 사천면 중앙서로 92-104
10055354,영덕 오르또바다마을2펜션,36403,경상북도 영덕군 병곡면 동해대로 7577-2
10055355,영덕 오르또바다마을3펜션,36403,경상북도 영덕군 병곡면 동해대로 7577-1
10055356,영덕 오르또바다마을6펜션,36403,경상북도 영덕군 병곡면 동해대로 7577-6
10055357,대전 용전 로망스2,34551,대전광역시 동구 동서대로 1699-20
10055358,경주 스테이뜰미니호텔&게스트하우스,38147,경상북도 경주시 원화로 240-3
10055359,글로스터 호텔 전주,54999,전라북도 전주시 완산구 팔달로 227
10055361,공주 행복펜션,32626,충청남도 공주시 반포면 동학사1로 252
10055362,제주 협재예송이네,63011,제주특별자치도 제주시 한림읍 협재1길 57
10055364,하동 호연가펜션,52305,경상남도 하동군 악양면 부계1길 10-6
10055365,경주 하루연가풀빌라,38064,경상북도 경주시 서악2길 8
10055367,강릉 꽃담은강문을담다,25467,강원특별자치도 강릉시 창해로 372-1
10055368,목포 하운드호텔 목포평화광장점,58748,전라남도 목포시 원형서로 20
10055369,경주 스테이 이담,38166,경상북도 경주시 포석로1050번길 8-2
10055370,가평 라무키즈풀빌라펜션,12401,경기도 가평군 북면 가화로 2372-56
10055371,제주 구르미별동,63361,제주특별자치도 제주시 구좌읍 세화합전1길 34-12
10055372,파주 숲속의궁전펜션,10862,경기도 파주시 탄현면 필승로 487-22
10055373,부산 수정동 꿈,48788,부산광역시 동구 고관로 126-4
10055374,속초 파인뷰,24904,강원특별자치도 속초시 청봉로 199
10055375,거제도 영수애견동반펜션,53334,경상남도 거제시 남부면 거제대로 149
10055377,강릉 웨이블루스파펜션,25408,강원특별자치도 강릉시 주문진읍 해안로 1901
10055378,서귀포 선셋코스트 카라반&캠핑장,63502,제주특별자치도 서귀포시 대정읍 노을해안로 232
10055379,제주 시간여행휴양펜션,63049,제주특별자치도 제주시 애월읍 엄장로 17-6
10055381,양평 연화도감펜션(감성숙소),12526,경기도 양평군 단월면 명성길 172-13
10055384,"남해 더 시그니처풀빌라(신축, 오션뷰)",52436,경상남도 남해군 남면 남면로 240-31
10055385,서귀포 스테이제주이음,63627,제주특별자치도 서귀포시 표선면 하천로 37
10055387,경주 잇츠유키즈풀빌라,38130,경상북도 경주시 외동읍 영불로 28-153
10055388,을왕리 솔마루펜션,22383,인천광역시 중구 용유서로525번길 26 (민박)
10055389,청도 메르헨키즈풀빌라,38326,경상북도 청도군 화양읍 학산토평길 229-16
10055390,파주 금촌 그라체,10929,경기도 파주시 새꽃로 176 (호텔세피앙)
